ProductID,Category,Sub-Category,ProductName,ProductID_Key
OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,622
FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,623
OFF-LA-10003388,Office Supplies,Labels,Avery 5,624
FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,625
FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,626
OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,627
OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',628
OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,629
OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",630
OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,631
OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,632
OFF-PA-10002709,Office Supplies,Paper,Xerox 1956,633
OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,634
OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,635
OFF-BI-10003718,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,636
OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",637
FUR-FU-10002508,Furniture,Furnishings,Document Clip Frames,638
OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,639
OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,640
OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,641
OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,642
OFF-PA-10003134,Office Supplies,Paper,Xerox 1937,643
OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,644
TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,645
FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",646
OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,647
FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",648
OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,649
FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,650
FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,651
FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",652
FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",653
TEC-PH-10000441,Technology,Phones,VTech DS6151,654
OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors,655
OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,656
TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,657
FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,658
TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,659
OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,660
OFF-SU-10001212,Office Supplies,Supplies,Kleencut Forged Office Shears by Acme United Corporation,661
TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,662
OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,663
OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11",664
OFF-PA-10004983,Office Supplies,Paper,Xerox 23,665
FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",666
TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",667
OFF-AR-10002467,Office Supplies,Art,Dixon Ticonderoga Pencils,668
OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,669
OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,670
OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,671
OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,672
OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,673
OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",674
FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair,675
OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,676
FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,677
OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,678
OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,679
OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,680
OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,681
FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",682
OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",683
OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,684
OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,685
TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,686
OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,687
OFF-ST-10000136,Office Supplies,Storage,Letter Size File,688
TEC-PH-10004522,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,689
OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,690
FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,691
OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,692
OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,693
OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,694
FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,695
TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,696
FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,697
OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,698
OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,699
OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",700
OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",701
FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",702
OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,703
TEC-PH-10002789,Technology,Phones,LG Exalt,704
OFF-EN-10003448,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",705
OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",706
OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,707
OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,708
TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,709
OFF-PA-10004438,Office Supplies,Paper,Xerox 1907,710
OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,711
OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",712
TEC-MA-10003173,Technology,Machines,Hewlett-Packard 300S Scientific Calculator,713
TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,714
FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,715
FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,716
OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",717
TEC-PH-10002583,Technology,Phones,iOttie HLCRIO102 Car Mount,718
FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",719
FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,720
OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,721
OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,722
FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,723
FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",724
TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,725
OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,726
OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,727
FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,728
FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",729
FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,730
OFF-LA-10002787,Office Supplies,Labels,Avery 480,731
OFF-LA-10001569,Office Supplies,Labels,Avery 499,732
FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,733
TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,734
TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,735
OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",736
OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,737
TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,738
OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,739
OFF-AR-10001545,Office Supplies,Art,Newell 326,740
FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",741
TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,742
TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,743
FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",744
OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,745
OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,746
TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,747
OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",748
TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,749
OFF-PA-10000157,Office Supplies,Paper,Xerox 191,750
OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,751
OFF-PA-10001534,Office Supplies,Paper,Xerox 230,752
OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,753
OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,754
OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,755
OFF-PA-10000048,Office Supplies,Paper,Xerox 20,756
OFF-LA-10004853,Office Supplies,Labels,Avery 483,757
TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,758
OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,759
FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,760
FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",761
OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,762
OFF-AR-10003829,Office Supplies,Art,Newell 35,763
FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,764
TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,765
OFF-PA-10003363,Office Supplies,Paper,Xerox 204,766
TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,767
OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,768
TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,769
OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,770
OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,771
FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,772
TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,773
TEC-MA-10003329,Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",774
OFF-AR-10003504,Office Supplies,Art,Newell 347,775
FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,776
TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,777
TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,778
OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,779
OFF-AR-10004165,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",780
FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,781
OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,782
TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,783
OFF-PA-10002764,Office Supplies,Paper,Easy-staple paper,784
OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,785
OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",786
OFF-LA-10002762,Office Supplies,Labels,Avery 485,787
OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,788
FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,789
TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,790
TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,791
FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",792
FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,793
TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,794
OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters,795
OFF-PA-10001826,Office Supplies,Paper,Xerox 207,796
OFF-AR-10001231,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",797
OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,798
TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,799
FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,800
OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",801
OFF-AP-10002222,Office Supplies,Appliances,Staple holder,802
TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,803
FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,804
OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",805
OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,806
OFF-AR-10003481,Office Supplies,Art,Newell 348,807
TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,808
OFF-LA-10000262,Office Supplies,Labels,Avery 494,809
TEC-PH-10002114,Technology,Phones,Xiaomi Mi3,810
OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,811
FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",812
OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,813
TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 GB,814
OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,815
TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,816
OFF-LA-10000121,Office Supplies,Labels,Avery 48,817
TEC-PH-10000127,Technology,Phones,iOttie XL Car Mount,818
OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,819
TEC-AC-10004595,Technology,Accessories,First Data TMFD35 PIN Pad,820
OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,821
TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,822
OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,823
OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",824
OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,825
TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,826
OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",827
OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",828
TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",829
FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",830
OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,831
TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,832
OFF-LA-10002381,Office Supplies,Labels,Avery 497,833
OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,834
TEC-PH-10001750,Technology,Phones,Samsung Rugby III,835
OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",836
OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,837
OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",838
FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",839
OFF-LA-10004544,Office Supplies,Labels,Avery 505,840
OFF-PA-10004782,Office Supplies,Paper,Xerox 228,841
OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,842
FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",843
OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,844
OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,845
OFF-AR-10001315,Office Supplies,Art,Newell 310,846
OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,847
TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,848
OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,849
OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",850
OFF-PA-10000483,Office Supplies,Paper,Xerox 19,851
FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",852
OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,853
OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,854
TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,855
OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,856
TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,857
OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",858
OFF-PA-10000061,Office Supplies,Paper,Xerox 205,859
FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",860
FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",861
OFF-AP-10002472,Office Supplies,Appliances,3M Office Air Cleaner,862
TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,863
OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,864
OFF-PA-10000062,Office Supplies,Paper,Green Bar Computer Printout Paper,865
OFF-FA-10001843,Office Supplies,Fasteners,Staples,866
FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",867
OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,868
OFF-PA-10001260,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",869
OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,870
OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",871
TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",872
OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",873
OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",874
TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,875
OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,876
OFF-LA-10004545,Office Supplies,Labels,Avery 50,877
FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",878
OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,879
TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,880
OFF-ST-10003221,Office Supplies,Storage,Staple magnet,881
TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,882
OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,883
OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,884
OFF-SU-10003002,Office Supplies,Supplies,Letter Slitter,885
OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",886
OFF-LA-10003720,Office Supplies,Labels,Avery 487,887
TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,888
OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",889
FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,890
TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,891
OFF-ST-10004946,Office Supplies,Storage,Desktop 3-Pocket Hot File,892
OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,893
OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",894
TEC-PH-10001644,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",895
OFF-AR-10001427,Office Supplies,Art,Newell 330,896
OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",897
TEC-PH-10000193,Technology,Phones,Jensen SMPS-640 - speaker phone,898
OFF-LA-10000305,Office Supplies,Labels,Avery 495,899
FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,900
OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,901
OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,902
OFF-PA-10000289,Office Supplies,Paper,Xerox 213,903
FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,904
OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,905
OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,906
FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,907
TEC-MA-10001148,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,908
OFF-SU-10004884,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,909
OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,910
TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,911
TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,912
OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",913
OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",914
OFF-ST-10003641,Office Supplies,Storage,Space Solutions Industrial Galvanized Steel Shelving.,915
TEC-MA-10001148,Technology,Machines,Okidata MB491 Multifunction Printer,916
OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",917
OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",918
OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,919
OFF-PA-10003063,Office Supplies,Paper,EcoTones Memo Sheets,920
FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,921
TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,922
OFF-PA-10004239,Office Supplies,Paper,Xerox 1953,923
OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",924
TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,925
OFF-PA-10000605,Office Supplies,Paper,Xerox 1950,926
TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),927
OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",928
FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",929
OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",930
OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,931
OFF-AP-10000159,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,932
TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,933
OFF-LA-10004409,Office Supplies,Labels,Avery 492,934
OFF-EN-10001028,Office Supplies,Envelopes,Staple envelope,935
OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,936
OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,937
OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,938
FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,939
FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",940
FUR-BO-10003894,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",941
